timestamp,stock_id,action,reason,price,limit_up_price,vwap,ask_vol,bid_vol,trigger_lot,trade_count,peak_bid_vol,cum_trade_vol
2026-04-13T13:26:43.250891,5222,Entry,四條件成立,128.5,129.0,128.44,5,0,233,1,0,0
2026-04-13T13:28:02.946391,5222,Exit,停損B：跌破VWAP,128.0,129.0,128.44,5,0,233,1,0,129
2026-04-13T13:28:17.349560,2236,Entry,四條件成立,127.0,127.0,127.0,11,0,237,1,0,0
2026-04-13T13:28:43.628836,5222,Entry,四條件成立,128.5,129.0,128.41,5,0,233,2,0,0
2026-04-13T13:29:58.453719,5222,Exit,停損B：跌破VWAP,128.0,129.0,128.41,5,0,233,2,0,226
